,MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
227,160,1869,6,6,51,127.0,321.0,162.0,483.0,483,987,5,0.1,1.0,280.0,0.1,0.1,106000
228,20,8521,5,5,54,0.1,842.0,70.0,912.0,912,912,5,1.0,1.0,336.0,0.1,0.1,125000
229,120,3182,7,5,16,16.0,16.0,1357.0,1373.0,1555,1555,7,1.0,2.0,430.0,143.0,20.0,192500
230,20,8760,6,6,62,220.0,0.1,1194.0,1194.0,1194,1194,6,0.1,1.0,312.0,0.1,0.1,148000
231,60,15138,8,5,26,506.0,689.0,773.0,1462.0,1490,2794,9,1.0,3.0,810.0,0.1,146.0,403000
232,160,1680,6,5,49,297.0,0.1,483.0,483.0,483,987,5,1.0,1.0,288.0,0.1,0.1,94500
233,20,10650,5,6,45,0.1,182.0,0.1,894.0,894,894,5,0.1,1.0,308.0,365.0,0.1,128200
235,160,1680,6,3,50,604.0,358.0,125.0,483.0,483,987,5,0.1,1.0,264.0,0.1,0.1,89500
236,20,8773,7,5,17,98.0,24.0,1390.0,1414.0,1414,1414,6,0.1,2.0,494.0,132.0,105.0,185500
237,60,9453,7,7,28,0.1,402.0,594.0,996.0,1014,1744,7,0.1,2.0,457.0,370.0,70.0,194500
238,20,12030,8,5,14,254.0,0.1,1694.0,1694.0,1694,1694,7,0.1,3.0,818.0,168.0,228.0,318000
239,50,8741,6,4,76,0.1,94.0,641.0,735.0,798,1487,7,1.0,1.0,220.0,0.1,140.0,113000
240,20,9000,8,5,13,36.0,1078.0,488.0,1566.0,1566,1566,7,0.1,2.0,750.0,144.0,168.0,262500
241,30,3880,5,9,76,0.1,329.0,357.0,686.0,866,866,4,0.1,0.1,0.1,58.0,42.0,110500
242,50,5000,5,4,121,0.1,0.1,540.0,540.0,889,1440,6,0.1,1.0,352.0,0.1,0.1,79000
243,160,10762,6,6,41,0.1,0.1,626.0,626.0,626,1217,6,1.0,1.0,288.0,0.1,28.0,120000
244,60,8880,7,5,27,0.1,695.0,253.0,948.0,1222,2110,8,2.0,2.0,463.0,0.1,130.0,205000
245,20,10400,7,5,33,102.0,929.0,916.0,1845.0,1872,1872,6,1.0,2.0,604.0,197.0,39.0,241500
246,190,9142,6,8,111,0.1,0.1,1020.0,1020.0,908,1928,9,0.1,1.0,440.0,0.1,60.0,137000
247,20,11310,6,5,67,0.1,0.1,1367.0,1367.0,1375,1375,5,1.0,2.0,451.0,0.1,30.0,140000
248,60,11317,7,5,18,101.0,0.1,840.0,840.0,840,1668,8,0.1,2.0,500.0,144.0,68.0,180000
249,50,159000,6,7,63,472.0,697.0,747.0,1444.0,1444,2144,7,2.0,2.0,389.0,0.1,98.0,277000
250,30,5350,3,2,81,0.1,0.1,728.0,728.0,1306,1306,6,0.1,0.1,0.1,263.0,0.1,76500
251,120,4750,8,5,15,481.0,1573.0,0.1,1573.0,1625,1625,5,1.0,2.0,538.0,123.0,0.1,235000
252,60,8366,6,5,17,0.1,0.1,798.0,798.0,798,1640,6,0.1,2.0,520.0,138.0,45.0,173000
253,80,9350,6,7,57,108.0,270.0,452.0,1302.0,1302,1302,7,0.1,1.0,309.0,333.0,0.1,158000
254,20,8400,5,6,64,0.1,922.0,392.0,1314.0,1314,1314,5,0.1,1.0,294.0,250.0,0.1,145000
255,60,8738,7,5,22,302.0,0.1,975.0,975.0,1005,2291,8,1.0,2.0,429.0,192.0,0.1,230000
256,60,8791,6,5,18,0.1,503.0,361.0,864.0,864,1728,7,0.1,2.0,673.0,216.0,56.0,207500
257,20,8814,7,5,15,180.0,1334.0,270.0,1604.0,1604,1604,8,1.0,2.0,660.0,123.0,110.0,220000
258,60,12435,7,5,20,172.0,361.0,602.0,963.0,963,1792,7,1.0,2.0,564.0,0.1,96.0,231500
259,20,12702,5,5,65,0.1,0.1,0.1,0.1,882,882,4,0.1,1.0,308.0,0.1,45.0,97000
260,80,19296,6,5,59,399.0,672.0,0.1,1362.0,1382,1382,6,1.0,2.0,884.0,0.1,0.1,176000
261,60,9588,8,5,14,270.0,0.1,1482.0,1482.0,1482,2574,10,1.0,3.0,868.0,0.1,148.0,276000
262,80,8471,6,7,44,46.0,506.0,0.1,506.0,1212,1212,6,1.0,2.0,492.0,292.0,12.0,151000
263,50,5500,5,7,92,0.1,234.0,0.1,926.0,926,1316,6,0.1,2.0,484.0,0.1,0.1,130000
264,30,5232,5,5,96,0.1,0.1,680.0,680.0,764,764,4,0.1,2.0,504.0,0.1,0.1,73000
265,20,12090,6,6,40,210.0,588.0,606.0,1422.0,1422,1422,7,1.0,2.0,576.0,276.0,0.1,175500
266,60,11207,6,5,24,0.1,714.0,88.0,802.0,802,1511,8,1.0,2.0,413.0,95.0,75.0,185000
267,75,8400,5,8,82,0.1,378.0,342.0,720.0,1052,2192,8,1.0,1.0,240.0,262.0,24.0,179500
268,30,6900,5,6,81,0.1,403.0,212.0,740.0,778,778,4,1.0,1.0,924.0,0.1,25.0,120500
269,20,7917,6,7,45,174.0,751.0,392.0,1143.0,1113,1113,6,1.0,1.0,504.0,370.0,30.0,148000
270,60,10728,8,5,15,0.1,0.1,1095.0,1095.0,1095,1939,8,1.0,3.0,1053.0,192.0,51.0,266000
271,20,39104,7,7,67,0.1,226.0,96.0,1385.0,1363,1363,5,2.0,2.0,439.0,81.0,0.1,241500
272,60,11764,8,7,22,348.0,524.0,628.0,1152.0,1164,2270,9,1.0,3.0,671.0,132.0,57.0,290000
273,20,9600,6,6,63,183.0,620.0,0.1,1240.0,1632,1632,6,1.0,1.0,338.0,289.0,0.1,139000
274,20,8314,5,7,39,0.1,546.0,270.0,816.0,816,816,5,0.1,1.0,264.0,168.0,0.1,124500
275,50,7264,7,7,96,0.1,0.1,952.0,952.0,952,1548,5,0.1,2.0,672.0,74.0,0.1,205000
276,20,9196,7,5,18,0.1,0.1,1560.0,1560.0,1560,1560,7,0.1,2.0,573.0,100.0,150.0,201000
277,20,19138,4,5,70,0.1,120.0,744.0,864.0,864,864,4,0.1,2.0,400.0,0.1,0.1,141000
278,20,14450,9,5,15,315.0,0.1,2121.0,2121.0,2121,2121,8,1.0,3.0,732.0,124.0,98.0,415298
279,60,10005,7,5,44,299.0,392.0,768.0,1160.0,1156,2022,8,1.0,2.0,505.0,288.0,117.0,192000
280,60,11287,7,6,32,340.0,421.0,386.0,807.0,1175,1982,7,1.0,2.0,575.0,0.1,84.0,228500
281,20,7200,6,5,15,68.0,905.0,357.0,1262.0,1262,1262,5,0.1,2.0,572.0,0.1,120.0,185000
282,120,5063,7,5,14,166.0,904.0,410.0,1314.0,1314,1314,6,1.0,2.0,626.0,172.0,62.0,207500
283,20,9612,8,5,13,72.0,0.1,1468.0,1468.0,1468,1468,6,1.0,3.0,898.0,210.0,150.0,244600
284,120,8012,6,5,29,0.1,430.0,1145.0,1575.0,1575,1575,5,0.1,2.0,529.0,0.1,0.1,179200
285,160,4251,7,5,15,0.1,0.1,625.0,625.0,625,1250,5,0.1,2.0,528.0,0.1,54.0,164700
286,50,9786,6,7,59,0.1,600.0,312.0,912.0,1085,1734,7,1.0,2.0,440.0,0.1,0.1,159000
287,20,8125,4,4,50,0.1,614.0,244.0,858.0,858,858,5,0.1,0.1,0.1,0.1,0.1,88000
288,20,9819,5,5,54,31.0,450.0,432.0,882.0,900,900,5,0.1,1.0,280.0,0.1,0.1,122000
289,70,8730,6,7,106,0.1,0.1,698.0,698.0,698,1396,7,0.1,1.0,384.0,0.1,0.1,153575
290,60,15611,8,5,15,0.1,0.1,1079.0,1079.0,1079,1919,8,1.0,2.0,685.0,0.1,51.0,233230
291,190,5687,5,6,109,0.1,210.0,570.0,780.0,936,1716,9,0.1,0.1,0.1,0.1,184.0,135900
292,50,11409,5,4,72,0.1,292.0,476.0,768.0,1148,1716,8,1.0,1.0,281.0,0.1,0.1,131000
293,60,16659,7,7,44,34.0,795.0,0.1,795.0,1468,2263,9,1.0,2.0,539.0,0.1,250.0,235000
294,20,9600,6,5,68,238.0,1285.0,131.0,1416.0,1644,1644,7,2.0,2.0,418.0,110.0,0.1,167000
295,80,7937,6,6,37,0.1,819.0,184.0,1003.0,1003,1003,6,0.1,2.0,588.0,120.0,0.1,142500
296,50,13710,5,5,71,0.1,420.0,490.0,910.0,910,1558,6,0.1,1.0,282.0,289.0,0.1,152000
297,60,7399,7,5,24,1600.0,649.0,326.0,975.0,975,1950,7,1.0,2.0,576.0,0.1,10.0,239000
298,60,11700,6,6,53,365.0,384.0,143.0,702.0,1041,1743,7,1.0,2.0,539.0,224.0,0.1,175000
299,20,14000,6,8,71,0.1,0.1,1092.0,1092.0,1152,1152,6,1.0,1.0,300.0,0.1,36.0,158500
300,190,15750,5,5,68,56.0,841.0,324.0,1165.0,1336,1336,5,2.0,1.0,375.0,0.1,0.1,157000
301,60,16226,8,5,23,0.1,281.0,747.0,1028.0,1210,2452,9,1.0,2.0,683.0,208.0,50.0,267000
302,20,13704,7,5,20,150.0,0.1,1541.0,1541.0,1541,1541,6,1.0,3.0,843.0,468.0,81.0,205000
303,20,9800,5,7,49,0.1,894.0,0.1,894.0,894,894,5,0.1,2.0,552.0,256.0,0.1,149900
304,75,18386,7,9,141,0.1,0.1,1470.0,1470.0,1675,3493,10,1.0,3.0,870.0,302.0,0.1,295000
305,20,10386,8,5,17,246.0,1464.0,536.0,2000.0,2000,2000,8,0.1,3.0,888.0,168.0,0.1,305900
306,60,13474,7,5,31,246.0,700.0,0.1,700.0,1122,2243,8,1.0,3.0,746.0,127.0,44.0,225000
307,50,7920,6,7,101,0.1,0.1,319.0,319.0,1035,1406,6,0.1,0.1,0.1,0.1,144.0,89500
308,30,12342,4,5,81,0.1,262.0,599.0,861.0,861,861,4,0.1,2.0,539.0,158.0,0.1,82500
309,20,12378,9,5,18,0.1,1274.0,622.0,1896.0,1944,1944,8,3.0,3.0,708.0,208.0,175.0,360000
310,60,7685,6,5,28,112.0,518.0,179.0,697.0,697,1501,6,1.0,2.0,420.0,190.0,63.0,165600
311,20,8000,6,6,73,0.1,680.0,292.0,972.0,972,972,5,1.0,1.0,240.0,0.1,0.1,132000
312,190,7800,5,7,82,0.1,507.0,286.0,793.0,793,1118,5,1.0,2.0,410.0,0.1,0.1,119900
313,20,215245,7,5,56,0.1,1236.0,80.0,2136.0,2036,2036,8,2.0,2.0,513.0,0.1,0.1,375000
314,70,9600,7,7,96,0.1,16.0,712.0,728.0,832,1641,6,1.0,2.0,546.0,0.1,0.1,178000
315,60,7795,7,5,17,0.1,425.0,291.0,716.0,716,1432,6,1.0,2.0,432.0,100.0,51.0,188500
316,60,13005,7,7,41,278.0,692.0,153.0,845.0,1153,2353,10,1.0,2.0,484.0,288.0,195.0,260000
317,60,9000,8,5,15,0.1,0.1,1088.0,1088.0,1088,1959,8,1.0,3.0,1025.0,208.0,46.0,270000
318,60,9900,7,5,28,256.0,987.0,360.0,1347.0,1372,2646,9,1.0,3.0,656.0,340.0,60.0,260000
319,80,14115,7,5,41,225.0,1036.0,336.0,1372.0,1472,1472,6,2.0,2.0,588.0,233.0,48.0,187500
320,60,16259,9,5,15,370.0,0.1,1249.0,1249.0,1249,2596,9,0.1,3.0,840.0,240.0,154.0,342643
321,60,12099,8,5,17,388.0,970.0,166.0,1136.0,1136,2468,10,1.0,3.0,872.0,184.0,154.0,354000
322,60,10380,7,5,35,172.0,28.0,0.1,1502.0,1553,2730,8,1.0,2.0,576.0,201.0,96.0,301000
323,20,5820,3,8,66,0.1,256.0,906.0,1162.0,1163,1163,6,0.1,1.0,220.0,142.0,98.0,126175
324,80,11275,7,7,54,300.0,0.1,710.0,710.0,1898,2978,11,1.0,2.0,564.0,240.0,0.1,242000
325,45,5000,5,6,80,0.1,116.0,604.0,720.0,803,803,5,0.1,2.0,360.0,0.1,0.1,87000
326,120,10846,8,5,28,0.1,1619.0,100.0,1719.0,1719,1719,6,2.0,2.0,473.0,122.0,30.0,324000
327,20,11600,6,5,61,175.0,565.0,818.0,1383.0,1383,1383,7,0.1,1.0,292.0,0.1,45.0,145250
328,75,11888,6,6,105,0.1,0.1,844.0,844.0,1445,2134,10,0.1,2.0,441.0,0.1,60.0,214500
329,70,6402,5,5,101,0.1,0.1,596.0,596.0,596,1192,6,0.1,1.0,189.0,0.1,0.1,78000
330,90,10624,5,4,57,84.0,40.0,1424.0,1728.0,1728,1728,10,0.1,1.0,352.0,155.0,0.1,119000
331,20,8176,5,6,63,0.1,846.0,210.0,1056.0,1056,1056,6,0.1,1.0,308.0,0.1,0.1,139000
332,20,10655,8,5,18,296.0,1124.0,1603.0,3206.0,1629,1629,7,1.0,3.0,880.0,0.1,0.1,284000
333,120,8198,7,5,17,146.0,720.0,638.0,1358.0,1358,1358,6,1.0,2.0,484.0,192.0,30.0,207000
334,60,9042,6,5,23,0.1,828.0,115.0,943.0,943,1638,7,2.0,2.0,472.0,100.0,38.0,192000
335,190,164660,5,6,56,0.1,1249.0,103.0,1499.0,1619,1786,7,2.0,2.0,529.0,670.0,0.1,228950
336,20,14157,9,5,16,200.0,1249.0,673.0,1922.0,1922,1922,8,1.0,3.0,676.0,178.0,51.0,377426
337,20,9135,7,5,19,113.0,810.0,726.0,1536.0,1536,1536,7,0.1,2.0,532.0,192.0,74.0,214000
338,20,14145,7,7,37,0.1,213.0,995.0,1208.0,1621,1621,8,0.1,2.0,440.0,108.0,45.0,202500
339,20,12400,6,7,63,176.0,585.0,630.0,1215.0,1215,1215,6,0.1,1.0,297.0,0.1,0.1,155000
340,60,14191,8,5,19,0.1,0.1,967.0,967.0,993,1908,9,0.1,2.0,431.0,135.0,0.1,202900
341,20,8400,4,4,71,0.1,0.1,721.0,721.0,841,841,4,0.1,1.0,294.0,250.0,0.1,82000
342,90,8544,3,4,72,340.0,0.1,0.1,0.1,1040,1040,6,0.1,2.0,400.0,0.1,0.1,87500
343,120,8849,9,5,16,616.0,28.0,1656.0,1684.0,1684,1684,6,1.0,2.0,564.0,495.0,72.0,266000
344,160,2592,5,3,45,0.1,129.0,175.0,536.0,536,1112,4,0.1,1.0,336.0,182.0,0.1,85000
345,50,6435,6,5,82,0.1,0.1,972.0,972.0,972,1577,6,1.0,1.0,312.0,0.1,0.1,140200
346,20,12772,6,8,61,0.1,498.0,460.0,958.0,958,958,5,0.1,1.0,301.0,0.1,0.1,151500
347,20,17600,6,5,61,30.0,1270.0,208.0,1478.0,1478,1478,6,2.0,2.0,498.0,0.1,40.0,157500
348,160,2448,7,5,18,106.0,573.0,191.0,764.0,764,1626,6,0.1,2.0,474.0,0.1,27.0,154000
349,60,20431,9,5,16,870.0,1410.0,438.0,1848.0,1848,2728,10,2.0,3.0,706.0,0.1,0.1,437154
350,120,7820,9,5,14,362.0,0.1,1869.0,1869.0,1869,1869,6,1.0,2.0,617.0,210.0,54.0,318061
351,120,5271,7,5,35,0.1,1082.0,371.0,1453.0,1453,1453,6,1.0,2.0,445.0,0.1,80.0,190000
352,50,9084,5,6,80,0.1,236.0,0.1,616.0,616,1111,5,0.1,1.0,200.0,48.0,0.1,95000
353,30,8520,6,8,93,0.1,0.1,624.0,624.0,720,720,5,0.1,2.0,484.0,106.0,0.1,105900
354,50,8400,6,5,81,0.1,388.0,552.0,940.0,1192,1595,6,2.0,1.0,240.0,0.1,0.1,140000
355,20,11249,6,5,26,0.1,334.0,322.0,1200.0,1200,1200,6,0.1,2.0,521.0,0.1,26.0,177500
356,20,9248,6,6,29,106.0,560.0,598.0,1158.0,1167,1167,6,0.1,2.0,400.0,120.0,26.0,173000
357,120,4224,5,5,45,0.1,874.0,268.0,1142.0,1142,1142,6,1.0,2.0,528.0,536.0,90.0,134000
358,80,6930,5,4,63,120.0,300.0,468.0,1062.0,1352,1352,6,0.1,1.0,288.0,168.0,0.1,130000
359,60,12011,8,5,23,530.0,956.0,130.0,1086.0,1086,1924,7,1.0,2.0,592.0,208.0,75.0,280000
360,85,7540,6,6,43,0.1,773.0,115.0,888.0,912,912,5,1.0,2.0,470.0,0.1,0.1,156000
361,50,9144,5,5,81,0.1,399.0,484.0,883.0,988,1505,8,0.1,1.0,240.0,0.1,0.1,145000
362,85,7301,7,5,18,500.0,0.1,0.1,0.1,495,1922,7,1.0,2.0,672.0,0.1,0.1,198500
363,160,1680,6,8,49,510.0,162.0,321.0,483.0,483,987,5,0.1,1.0,264.0,250.0,0.1,118000
364,60,18800,6,5,45,120.0,712.0,84.0,796.0,790,1574,6,1.0,2.0,566.0,306.0,111.0,190000
365,70,10690,5,7,101,0.1,456.0,216.0,672.0,672,1344,6,0.1,1.0,468.0,0.1,128.0,147000
366,20,9500,6,5,58,247.0,609.0,785.0,1394.0,1394,1394,6,2.0,2.0,514.0,0.1,76.0,159000
367,80,9150,6,5,59,305.0,371.0,728.0,1099.0,1431,1431,6,1.0,1.0,296.0,64.0,110.0,165000
368,20,7800,5,6,67,200.0,540.0,728.0,1268.0,1268,1268,7,1.0,1.0,244.0,0.1,98.0,132000
369,20,9830,5,7,62,0.1,72.0,733.0,1063.0,1287,1287,7,1.0,2.0,576.0,364.0,17.0,162000
370,60,8121,6,5,21,0.1,0.1,953.0,953.0,953,1664,7,1.0,2.0,460.0,100.0,40.0,172400
371,50,17120,4,4,62,0.1,0.1,0.1,0.1,1120,1588,7,1.0,2.0,680.0,0.1,59.0,134432
372,120,7175,6,5,37,0.1,623.0,0.1,744.0,752,752,4,0.1,1.0,264.0,353.0,0.1,125000
373,20,10634,5,6,68,0.1,428.0,0.1,608.0,1319,1319,5,0.1,1.0,270.0,66.0,0.1,123000
374,60,8200,7,5,18,0.1,0.1,847.0,847.0,847,1928,8,1.0,2.0,434.0,100.0,48.0,219500
375,30,10020,1,1,99,0.1,350.0,333.0,683.0,904,904,4,0.1,0.1,0.1,0.1,0.1,61000
376,85,8846,5,5,25,0.1,298.0,572.0,870.0,914,914,5,0.1,2.0,576.0,0.1,0.1,148000
377,60,11143,8,5,17,0.1,0.1,1580.0,1580.0,1580,2466,8,1.0,2.0,610.0,159.0,214.0,340000
378,20,11394,9,2,11,350.0,1445.0,411.0,1856.0,1856,1856,8,1.0,3.0,834.0,113.0,0.1,394432
379,60,8123,6,5,21,16.0,0.1,982.0,982.0,1007,1800,7,1.0,2.0,463.0,100.0,63.0,179000
380,50,5000,5,6,97,0.1,218.0,808.0,1026.0,1026,1691,6,1.0,1.0,308.0,0.1,0.1,127000
381,20,7200,7,5,15,0.1,0.1,1293.0,1293.0,1301,1301,5,1.0,2.0,572.0,216.0,121.0,187750
382,60,9245,7,5,15,0.1,0.1,939.0,939.0,939,1797,8,0.1,2.0,639.0,144.0,53.0,213500
383,45,9000,6,3,93,0.1,0.1,784.0,784.0,784,784,5,0.1,2.0,360.0,0.1,0.1,76000
384,60,53107,6,5,29,0.1,985.0,595.0,1580.0,1079,1953,9,2.0,2.0,501.0,216.0,231.0,240000
385,120,3182,8,5,17,16.0,24.0,1232.0,1256.0,1269,1269,6,1.0,2.0,430.0,146.0,20.0,192000
386,50,8410,5,3,111,0.1,0.1,658.0,658.0,658,1184,8,0.1,0.1,0.1,0.1,151.0,81000
387,80,7200,6,6,45,255.0,631.0,410.0,1041.0,1125,1125,6,1.0,1.0,352.0,296.0,0.1,125000
388,20,9382,7,5,22,125.0,0.1,1468.0,1468.0,1479,1479,6,0.1,2.0,577.0,120.0,25.0,191000
389,60,12474,10,5,14,272.0,1280.0,402.0,1682.0,1742,2332,9,1.0,3.0,846.0,196.0,134.0,426000
390,50,8405,5,8,121,0.1,241.0,229.0,861.0,961,1367,7,0.1,1.0,384.0,0.1,130.0,119000
391,60,12209,6,5,20,0.1,690.0,114.0,804.0,804,1961,7,1.0,2.0,560.0,125.0,192.0,215000
392,20,8339,5,7,62,0.1,0.1,0.1,0.1,882,882,5,0.1,1.0,294.0,0.1,0.1,106500
393,30,7446,4,5,80,0.1,266.0,522.0,788.0,788,788,4,2.0,0.1,0.1,0.1,0.1,100000
394,50,10134,5,6,81,0.1,0.1,735.0,735.0,735,1034,5,0.1,1.0,240.0,0.1,39.0,109000
395,20,9571,5,6,65,0.1,739.0,405.0,1144.0,1144,1144,6,0.1,1.0,596.0,44.0,0.1,129000
396,20,7200,5,5,49,0.1,777.0,117.0,894.0,894,894,6,0.1,2.0,600.0,215.0,0.1,123000
397,60,7590,5,5,59,288.0,540.0,324.0,864.0,876,1812,8,1.0,1.0,264.0,0.1,168.0,169500
398,30,8967,5,2,101,0.1,0.1,961.0,961.0,1077,1077,6,0.1,1.0,338.0,0.1,0.1,67000
399,60,8125,7,5,15,100.0,812.0,280.0,1092.0,1112,1550,7,0.1,2.0,438.0,0.1,168.0,241000
400,120,14963,8,5,25,0.1,786.0,474.0,1260.0,1288,1288,4,2.0,2.0,500.0,120.0,30.0,245500
401,20,8767,7,5,16,0.1,24.0,1286.0,1310.0,1310,1310,6,1.0,2.0,400.0,0.1,0.1,164990
402,30,10200,5,8,81,0.1,0.1,672.0,672.0,672,672,4,0.1,1.0,240.0,168.0,0.1,108000
403,60,12090,8,5,23,650.0,0.1,1141.0,1141.0,1165,2263,10,1.0,2.0,420.0,144.0,123.0,258000
404,60,10364,6,5,26,0.1,0.1,806.0,806.0,806,1572,7,1.0,2.0,373.0,0.1,40.0,168000
405,20,9991,4,4,45,0.1,1116.0,165.0,1281.0,1620,1620,8,1.0,2.0,490.0,120.0,78.0,150000
406,50,10480,6,5,85,0.1,0.1,1064.0,1064.0,1166,1639,6,0.1,1.0,240.0,0.1,0.1,115000
407,70,15576,6,7,106,0.1,0.1,840.0,840.0,840,1680,8,0.1,1.0,308.0,0.1,0.1,177000
408,60,14154,7,5,15,350.0,0.1,1063.0,1063.0,1071,2172,9,1.0,3.0,947.0,192.0,62.0,280000
409,60,10800,8,5,14,100.0,789.0,245.0,1034.0,1050,2078,8,1.0,3.0,836.0,0.1,102.0,339750
410,20,9571,5,3,63,0.1,0.1,1276.0,1276.0,1276,1276,5,0.1,1.0,350.0,0.1,0.1,60000
411,190,34650,5,5,66,0.1,1056.0,0.1,1056.0,1056,1056,5,0.1,2.0,572.0,264.0,0.1,145000
412,20,4403,7,5,12,432.0,578.0,892.0,1470.0,1478,1478,7,1.0,2.0,484.0,0.1,144.0,222000
413,30,8960,5,6,94,0.1,0.1,1008.0,1008.0,1028,1028,5,1.0,2.0,360.0,0.1,0.1,115000
414,60,11228,7,5,28,0.1,50.0,499.0,1080.0,1080,2097,9,1.0,3.0,678.0,196.0,187.0,228000
415,20,8899,7,5,14,0.1,24.0,1316.0,1340.0,1340,1340,6,0.1,2.0,396.0,100.0,30.0,181134
416,60,7844,6,7,43,203.0,209.0,463.0,672.0,672,1400,6,1.0,2.0,440.0,0.1,0.1,149500
417,70,22420,6,6,103,0.1,1128.0,242.0,1370.0,1370,2624,10,1.0,3.0,864.0,0.1,0.1,239000
418,50,8160,5,6,81,0.1,312.0,444.0,756.0,756,1134,7,0.1,1.0,240.0,0.1,0.1,126000
419,20,8450,5,6,53,0.1,775.0,281.0,1056.0,1056,1056,6,1.0,1.0,304.0,0.1,85.0,142000
420,90,7060,7,5,24,200.0,1309.0,35.0,1344.0,1344,1344,8,0.1,4.0,784.0,0.1,0.1,206300
421,20,16635,6,7,44,126.0,1246.0,356.0,1602.0,1602,1602,8,1.0,2.0,529.0,240.0,0.1,215000
422,20,21750,5,5,67,0.1,0.1,988.0,988.0,988,988,4,0.1,2.0,520.0,0.1,0.1,113000
423,60,9200,8,5,23,473.0,986.0,484.0,1470.0,1470,2630,8,1.0,3.0,696.0,0.1,66.0,315000
424,20,9000,6,5,65,74.0,616.0,580.0,1196.0,1196,1196,6,1.0,1.0,297.0,0.1,44.0,139000
425,60,3378,7,8,75,0.1,0.1,651.0,651.0,707,1389,6,2.0,1.0,240.0,0.1,0.1,135000
426,80,12800,7,5,32,145.0,1518.0,0.1,1518.0,1644,1644,5,1.0,2.0,569.0,80.0,0.1,275000
427,20,8593,4,6,64,0.1,288.0,619.0,907.0,907,907,5,0.1,1.0,352.0,0.1,0.1,109008
428,20,6762,7,5,14,108.0,664.0,544.0,1208.0,1208,1208,6,0.1,2.0,628.0,105.0,54.0,195400
429,20,11457,6,5,33,0.1,1005.0,387.0,1392.0,1412,1412,6,1.0,2.0,576.0,0.1,0.1,175000
430,160,1680,6,5,50,232.0,387.0,96.0,483.0,483,987,4,0.1,1.0,264.0,0.1,0.1,85400
431,50,5586,6,7,101,0.1,0.1,901.0,901.0,1088,1198,7,0.1,0.1,0.1,0.1,98.0,79900
432,160,1920,5,5,50,376.0,471.0,294.0,765.0,765,1365,6,0.1,2.0,440.0,240.0,36.0,122500
433,60,10839,6,5,24,0.1,0.1,926.0,926.0,926,1604,7,1.0,2.0,470.0,0.1,36.0,181000
434,180,1890,4,7,49,0.1,495.0,135.0,630.0,630,630,3,0.1,0.1,0.1,88.0,0.1,81000
435,60,10667,7,6,25,0.1,385.0,70.0,799.0,827,1661,6,1.0,2.0,550.0,158.0,61.0,212000
436,50,4400,6,8,101,0.1,0.1,648.0,648.0,734,1118,6,0.1,2.0,440.0,0.1,0.1,116000
437,45,6000,6,7,95,0.1,0.1,884.0,884.0,904,904,4,0.1,1.0,180.0,0.1,0.1,119000
438,30,4280,5,6,108,0.1,365.0,75.0,440.0,694,694,4,1.0,1.0,352.0,0.1,0.1,90350
439,50,12354,6,8,101,0.1,0.1,684.0,684.0,684,1196,7,0.1,2.0,528.0,0.1,46.0,110000
440,20,15431,10,5,13,200.0,1767.0,788.0,3094.0,2402,2402,10,2.0,3.0,672.0,0.1,72.0,555000
441,90,12108,4,4,66,270.0,133.0,1307.0,1440.0,1440,1440,8,0.1,0.1,0.1,0.1,0.1,118000
442,50,6240,5,7,91,0.1,0.1,1078.0,1078.0,1128,1573,8,1.0,2.0,360.0,0.1,0.1,162900
443,120,3922,7,5,15,72.0,0.1,1258.0,1258.0,1258,1258,6,1.0,3.0,648.0,144.0,16.0,172500
444,60,8750,7,5,27,0.1,642.0,273.0,915.0,933,1908,8,1.0,2.0,493.0,144.0,133.0,210000
445,20,9855,6,5,65,0.1,0.1,1436.0,1436.0,1689,1689,7,1.0,2.0,480.0,0.1,0.1,127500
446,20,16492,6,6,55,0.1,247.0,557.0,1517.0,1888,1888,6,1.0,2.0,578.0,0.1,0.1,190000
447,60,11214,7,5,23,0.1,0.1,930.0,930.0,956,1886,10,1.0,2.0,431.0,89.0,0.1,199900
448,50,8600,6,6,84,0.1,0.1,780.0,780.0,780,1376,7,1.0,1.0,198.0,0.1,0.1,119500
449,50,6000,3,7,73,0.1,331.0,318.0,649.0,679,1183,6,0.1,1.0,308.0,0.1,176.0,120000
450,30,5684,6,8,91,0.1,0.1,813.0,813.0,813,813,5,0.1,1.0,270.0,0.1,113.0,110000
451,20,70761,7,5,46,0.1,655.0,878.0,1533.0,1533,1533,5,2.0,2.0,576.0,200.0,54.0,280000
452,60,9303,6,5,25,42.0,742.0,130.0,872.0,888,1756,7,0.1,2.0,422.0,144.0,122.0,204000
453,60,9000,8,5,13,0.1,0.1,768.0,768.0,786,1590,6,0.1,2.0,676.0,0.1,30.0,210000
454,90,9297,5,5,45,0.1,1606.0,122.0,1728.0,1728,1728,8,0.1,2.0,560.0,0.1,0.1,188000
455,20,9600,7,6,48,320.0,916.0,326.0,1242.0,1242,1242,6,1.0,2.0,528.0,0.1,0.1,175500
456,70,4571,5,5,105,0.1,0.1,624.0,624.0,624,1344,7,0.1,3.0,513.0,0.1,0.1,98000
457,20,53227,4,6,67,0.1,1116.0,248.0,1364.0,1663,1663,6,2.0,2.0,529.0,224.0,137.0,256000
